season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
2023,2022-23,MBA,5,Akron,1,I,MAC,7822332,35,Andrew Horvath,,,So,C,6-1,,15002,44,42,261.0,24.0,288,3.0,0.99,,6.0,85.0,11.0,,,5.833
2023,2022-23,MBA,5,Akron,1,I,MAC,7822333,23,Jackson Miller,,,Sr,P,-,,15002,1,0,,,0,,,,,,,,,
2023,2022-23,MBA,5,Akron,1,I,MAC,7822334,33,Sammy Tortorella,,,Jr,P,6-3,L/L,15002,21,17,2.0,11.0,13,,1.0,,,28.0,,,,1.0
2023,2022-23,MBA,5,Akron,1,I,MAC,7822335,14,Spencer Atkins,,,Jr,P,6-2,,15002,10,8,,4.0,5,1.0,0.8,,,3.0,1.0,,,
2023,2022-23,MBA,5,Akron,1,I,MAC,7822337,19,Greyson Droste,,,Sr,1B,-,,15002,13,5,38.0,2.0,40,,1.0,,,,,4.0,,
2023,2022-23,MBA,5,Akron,1,I,MAC,7822338,25,Caleb Jenkins,,,So,P,-,,15002,21,15,12.0,22.0,39,5.0,0.872,,,,,1.0,,
2023,2022-23,MBA,5,Akron,1,I,MAC,7822340,10,Joey Herrick,,,So,P,-,,15002,1,0,,,0,,,,,,,,,
2023,2022-23,MBA,5,Akron,1,I,MAC,7822341,22,Jacob  Beall,,,So,P,6-3,,15002,10,1,1.0,1.0,3,1.0,0.667,,,2.0,,,,
2023,2022-23,MBA,5,Akron,1,I,MAC,7822344,26,Jacob Krausher,,,So,P,-,,15002,5,0,,,0,,,,,2.0,,,,
2023,2022-23,MBA,5,Akron,1,I,MAC,7822345,7,Ty Stolarski,,,So,P,6-5,R/R,15002,21,15,102.0,13.0,118,3.0,0.975,,,,,6.0,,
2023,2022-23,MBA,5,Akron,1,I,MAC,7822346,34,Michael Sprockett,,,So,C,5-10,,15002,11,10,53.0,6.0,60,1.0,0.983,,2.0,17.0,3.0,1.0,,
2023,2022-23,MBA,5,Akron,1,I,MAC,7822347,31,Brady Biglin,,,Jr,P,-,,15002,16,0,8.0,2.0,12,2.0,0.833,,,12.0,,,,
2023,2022-23,MBA,5,Akron,1,I,MAC,8009971,13,Nick Arrivo,,,Sr,2B,-,,15002,55,55,57.0,124.0,201,20.0,0.9,,,,,8.0,,
2023,2022-23,MBA,5,Akron,1,I,MAC,8009978,20,Sean Perkins,,,So,P,6-4,,15002,9,0,1.0,2.0,4,1.0,0.75,,,3.0,1.0,,,
2023,2022-23,MBA,5,Akron,1,I,MAC,8009991,0,DJ Butler,,,So,INF,5-10,B/R,15002,25,15,29.0,29.0,58,,1.0,,,,,4.0,,
2023,2022-23,MBA,5,Akron,1,I,MAC,8010432,1,Joe Roth,,,Fr,P,-,L/R,15002,20,13,4.0,8.0,12,,1.0,,,14.0,4.0,,,2.0
2023,2022-23,MBA,5,Akron,1,I,MAC,8010434,9,Sam Seeker,,,Jr,UT,6-2,L/L,15002,55,55,113.0,6.0,127,8.0,0.937,,,,,1.0,,
2023,2022-23,MBA,5,Akron,1,I,MAC,8010454,30,Jack Poist,,,Jr,OF,5-10,,15002,54,52,23.0,3.0,26,,1.0,,,,,,,
2023,2022-23,MBA,5,Akron,1,I,MAC,8010463,17,Ethan Schimony,,,Fr,C,6-1,L/R,15002,24,19,128.0,2.0,135,5.0,0.963,,3.0,5.0,,3.0,,
2023,2022-23,MBA,5,Akron,1,I,MAC,8010464,24,Aaron Pirkle,,,Fr,P,6-2,L/L,15002,13,1,1.0,2.0,3,,1.0,,,1.0,2.0,,,
2023,2022-23,MBA,5,Akron,1,I,MAC,8010466,40,Emmett Gillies,,,Fr,P,6-3,R/R,15002,23,3,2.0,4.0,6,,1.0,,,11.0,5.0,,,2.0
2023,2022-23,MBA,5,Akron,1,I,MAC,8010467,44,Jack Firestone,,,Jr,OF,-,L/R,15002,55,55,144.0,6.0,154,4.0,0.974,,,,,1.0,,
2023,2022-23,MBA,5,Akron,1,I,MAC,8010477,29,Aiden Fitzsimmons,,,Fr,INF,-,L/R,15002,2,0,,,0,,,,,1.0,,,,
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,7824329,19,Tyler Campbell,,,Jr,OF,6-0,,15002,15,6,6.0,9.0,17,2.0,0.882,,,18.0,2.0,,,
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,7824330,26,Evan Crenshaw,,,Jr,P,6-2,-/R,15002,13,7,5.0,8.0,16,3.0,0.813,,,7.0,1.0,,,1.0
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,7824331,8,Jason Garcia,,,Jr,P,-,,15002,12,2,2.0,3.0,5,,1.0,,,11.0,,,,1.0
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,7824332,7,Jalen Ford,,,Jr,INF,-,,15002,29,22,41.0,27.0,75,7.0,0.907,,,,,2.0,,
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,7824335,39,Jared Tribett,,,Sr,lf,6-1,R/R,15002,38,35,157.0,16.0,185,12.0,0.935,,22.0,47.0,6.0,2.0,,5.0
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,7824341,24,Jason Marono,,,Jr,P,-,,15002,14,4,6.0,3.0,9,,1.0,,,8.0,2.0,,,
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,7824342,22,Josue Espaillat-Garcia,,,Jr,P,-,,15002,4,0,,,0,,,,,,,,,
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,7824344,36,Dustin Hernandez,,,Sr,p,6-4,R/R,15002,11,1,3.0,,4,1.0,0.75,,,4.0,1.0,,,1.0
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,7824346,18,Brandon Edwards,,,So,ph,6-2,R/R,15002,16,5,18.0,,18,,1.0,,,,,,,
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,7824347,12,Brycen Hammonds,,,So,ph,5-10,R/R,15002,31,24,44.0,,44,,1.0,,,,,,,
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,7824348,2,CJ Mervilus,,,Sr,INF,5-10,,15002,45,39,58.0,115.0,188,15.0,0.92,,,,,15.0,,
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,7824349,4,Tommy Easley,,,Sr,3b,-,,15002,47,44,37.0,45.0,92,10.0,0.891,,,,,4.0,,
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,7824350,40,Brett Parker,,,So,p,6-5,R/R,15002,5,0,,,0,,,,,1.0,,,,
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,7824351,10,Chandler Stocking,,,Jr,ss,-,,15002,43,38,69.0,86.0,164,9.0,0.945,,,,,16.0,,
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,7824352,27,Kylan Duncan,,,So,2b,5-9,R/R,15002,9,6,16.0,7.0,26,3.0,0.885,,,,,4.0,,
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,7824353,31,Devin Tonkins,,,So,ph,-,,15002,12,5,13.0,,14,1.0,0.929,,,,,,,
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,8009098,1,Chevalier Dorris,,,Jr,UT,6-1,B/R,15002,47,42,91.0,20.0,116,5.0,0.957,,,,,4.0,,
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,8010190,25,Blake Martin,,,Jr,INF,6-0,R/R,15002,46,42,303.0,10.0,318,5.0,0.984,,,,,20.0,,
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,8012169,0,Dylan Gordon,,,Fr,p,-,,15002,1,0,,,0,,,,,1.0,,,,
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,8012181,21,Jackson Hall,,,So,p,6-0,R/R,15002,11,8,,5.0,5,,1.0,,,9.0,1.0,,,
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,8012182,38,Miles Jackson,,,Fr,lf,5-11,R/R,15002,27,18,25.0,3.0,28,,1.0,,3.0,14.0,,,,
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,8012183,6,Mekhi Lloyd,,,Fr,cf,5-9,L/L,15002,40,32,66.0,6.0,73,1.0,0.986,,,,,1.0,,
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,8012184,20,Jalen Parker,,,Jr,rf,-,R/R,15002,41,36,87.0,4.0,94,3.0,0.968,,,,,1.0,,
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,8012185,39,Javen Hunter,,,Fr,lf,6-1,R/R,15002,5,3,4.0,,5,1.0,0.8,,,,,,,
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,8012186,28,Noah Whitted,,,Sr,p,-,,15002,13,10,4.0,3.0,7,,1.0,,,15.0,,,,2.0
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,8012187,15,Kenny Glover,,,Fr,c,-,,15002,14,5,31.0,5.0,36,,1.0,,7.0,16.0,,,,1.0
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,8013993,0,Gabe Nicholson,,,So,P,5-10,L/L,15002,10,2,,1.0,1,,1.0,,,4.0,1.0,,,
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,8013994,9,Roman Sorrell,,,Sr,P,6-1,L/L,15002,8,1,,,0,,,,,4.0,,,,
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,8013995,37,Kobe Stokes,,,Fr,P,6-1,R/R,15002,3,0,,,0,,,,,,,,,
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,8013998,14,Christian Soto,,,Fr,UT,6-1,R/R,15002,21,9,52.0,4.0,61,5.0,0.918,,9.0,12.0,,1.0,,
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,8014520,17,Terence Sales,,,Fr,p,-,,15002,11,0,,,1,1.0,0.0,,,6.0,,,,2.0
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,8014521,29,Kelsen Stocking,,,Fr,ph,-,,15002,2,0,,,0,,,,,,,,,
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,8014551,30,Anthony Mateo,,,Fr,p,6-2,R/R,15002,14,7,1.0,8.0,10,1.0,0.9,,,10.0,,,,1.0
2023,2022-23,MBA,6,Alabama A&M,1,I,SWAC,8014773,35,Dimitri Stamataplous,,,Sr,P,6-8,,15002,11,0,,2.0,2,,1.0,,,6.0,,,,
2023,2022-23,MBA,7,Alabama St.,1,I,SWAC,7824357,25,Trenton Jamison,,,Sr,OF,6-1,R/R,15002,43,42,56.0,3.0,63,4.0,0.937,,,,,,,
2023,2022-23,MBA,7,Alabama St.,1,I,SWAC,7824359,4,Sebastian Colon,,,Jr,P,6-1,R/R,15002,33,0,4.0,12.0,18,2.0,0.889,,,7.0,2.0,,,
2023,2022-23,MBA,7,Alabama St.,1,I,SWAC,7824360,28,Luis Rodriguez,,,Jr,P,6-2,R/R,15002,27,2,1.0,2.0,3,,1.0,,,8.0,,,,
2023,2022-23,MBA,7,Alabama St.,1,I,SWAC,7824361,20,Ricardo Rivera,,,Sr,P,6-1,L/L,15002,20,11,2.0,10.0,13,1.0,0.923,,,10.0,3.0,,,2.0
2023,2022-23,MBA,7,Alabama St.,1,I,SWAC,7824363,15,Kerrigan Edmondson,,,Jr,OF,6-2,L/L,15002,25,4,17.0,,18,1.0,0.944,,,,,,,
2023,2022-23,MBA,7,Alabama St.,1,I,SWAC,7824365,9,Jayden Sloan,,,Jr,2B,5-7,R/R,15002,50,38,14.0,12.0,29,3.0,0.897,,,,,3.0,,
2023,2022-23,MBA,7,Alabama St.,1,I,SWAC,7824367,23,Osvaldo Mendez,,,Sr,P,6-0,L/L,15002,8,3,,5.0,7,2.0,0.714,,,7.0,2.0,,,
2023,2022-23,MBA,7,Alabama St.,1,I,SWAC,7824370,11,Jackson Allred,,,So,P,5-8,L/L,15002,1,0,,,0,,,,,1.0,,,,
2023,2022-23,MBA,7,Alabama St.,1,I,SWAC,7824371,3,Kyler McIntosh,,,So,UT,6-1,R/R,15002,56,56,56.0,94.0,160,10.0,0.938,,,3.0,,14.0,,1.0
2023,2022-23,MBA,7,Alabama St.,1,I,SWAC,7824372,10,Corey King,,,Jr,INF,5-10,R/R,15002,53,52,342.0,18.0,361,1.0,0.997,,,,,24.0,,
2023,2022-23,MBA,7,Alabama St.,1,I,SWAC,7824373,2,Ian Matos,,,Sr,OF,6-1,R/R,15002,59,59,169.0,5.0,179,5.0,0.972,,,,,2.0,,
2023,2022-23,MBA,7,Alabama St.,1,I,SWAC,7824374,19,Ali LaPread,,,Sr,OF,6-2,R/R,15002,42,35,61.0,6.0,69,2.0,0.971,,,2.0,,1.0,,
2023,2022-23,MBA,7,Alabama St.,1,I,SWAC,7824376,22,Omar Melendez,,,So,P,6-6,L/L,15002,16,15,3.0,10.0,14,1.0,0.929,,,9.0,3.0,,,0.5
2023,2022-23,MBA,7,Alabama St.,1,I,SWAC,7824377,24,Cristian Lopez,,,Jr,3B,5-11,R/R,15002,59,59,49.0,101.0,157,7.0,0.955,,,,,12.0,,
2023,2022-23,MBA,7,Alabama St.,1,I,SWAC,7824379,37,Shadai Colon,,,So,P,5-11,L/L,15002,19,11,,4.0,7,3.0,0.571,,,8.0,3.0,,,1.0
2023,2022-23,MBA,7,Alabama St.,1,I,SWAC,8002622,1,Randy Flores,,,Jr,INF,5-9,L/R,15002,59,59,80.0,120.0,214,14.0,0.935,,,,,22.0,,
2023,2022-23,MBA,7,Alabama St.,1,I,SWAC,8002631,6,Jose Toledano,,,Fr,P,6-3,L/L,15002,7,1,,2.0,2,,1.0,,,2.0,,,,
2023,2022-23,MBA,7,Alabama St.,1,I,SWAC,8002634,8,Kyle Kuramoto,,,Jr,OF,6-0,L/L,15002,19,10,15.0,1.0,19,3.0,0.842,,,,,,,
2023,2022-23,MBA,7,Alabama St.,1,I,SWAC,8002640,12,Jorhan LaBoy,,,Fr,P,5-9,L/L,15002,25,3,3.0,14.0,17,,1.0,,,8.0,2.0,1.0,,1.0
2023,2022-23,MBA,7,Alabama St.,1,I,SWAC,8002700,14,Jamal George,,,Fr,C,5-11,B/R,15002,57,57,500.0,40.0,545,5.0,0.991,,12.0,63.0,14.0,5.0,,4.5
2023,2022-23,MBA,7,Alabama St.,1,I,SWAC,8002728,17,Javian Serrano,,,Jr,OF,6-0,R/R,15002,13,3,5.0,,5,,1.0,,,,,,,
2023,2022-23,MBA,7,Alabama St.,1,I,SWAC,8002757,18,Evimael Quiles,,,Jr,P,6-4,R/R,15002,7,2,,1.0,1,,1.0,,,2.0,,,,
2023,2022-23,MBA,7,Alabama St.,1,I,SWAC,8002804,26,John  Safford,,,Fr,INF,5-10,R/R,15002,5,0,,,0,,,,,,,,,
2023,2022-23,MBA,7,Alabama St.,1,I,SWAC,8002824,36,Devin Brooks,,,Fr,P,6-3,R/R,15002,3,0,,,0,,,,,2.0,,,,
2023,2022-23,MBA,7,Alabama St.,1,I,SWAC,8002833,30,Devonte Bailey,,,Fr,OF,5-10,L/R,15002,11,0,,,0,,,,,,,,,
2023,2022-23,MBA,7,Alabama St.,1,I,SWAC,8002848,34,Austin  King,,,Fr,P,6-4,R/R,15002,15,0,1.0,,1,,1.0,,,,,,,
2023,2022-23,MBA,7,Alabama St.,1,I,SWAC,8002861,44,Devin Chandler,,,Fr,INF,5-8,R/R,15002,15,5,4.0,3.0,7,,1.0,,,,,1.0,,
2023,2022-23,MBA,7,Alabama St.,1,I,SWAC,8002878,38,Juan  Azar,,,Fr,P,5-11,L/L,15002,3,0,,1.0,1,,1.0,,,,,,,
2023,2022-23,MBA,7,Alabama St.,1,I,SWAC,8002880,40,Marcos  Del Valle,,,Jr,P,6-5,R/R,15002,2,2,,,0,,,,,2.0,,,,
2023,2022-23,MBA,7,Alabama St.,1,I,SWAC,8003275,21,Adiel Melendez,,,So,P,6-1,L/L,15002,9,1,1.0,1.0,2,,1.0,,,1.0,1.0,,,1.0
2023,2022-23,MBA,7,Alabama St.,1,I,SWAC,8003276,13,Jack Hay,,,Jr,1B,6-0,L/R,15002,56,56,161.0,8.0,177,8.0,0.955,,1.0,9.0,,6.0,,1.0
2023,2022-23,MBA,8,Alabama,1,I,SEC,7824380,1,Will Hodo,,,So,INF,6-3,L/R,15002,39,24,9.0,,9,,1.0,,,,,3.0,,
2023,2022-23,MBA,8,Alabama,1,I,SEC,7824386,31,Will Portera,,,So,C,5-10,B/R,15002,28,1,7.0,7.0,14,,1.0,,,,,3.0,,
2023,2022-23,MBA,8,Alabama,1,I,SEC,7824387,13,Bryce Eblin,,,Jr,INF,5-11,L/R,15002,40,22,18.0,50.0,69,1.0,0.986,,,,,7.0,,
2023,2022-23,MBA,8,Alabama,1,I,SEC,7824388,7,Caden Rose,,,Jr,OF,5-10,R/R,15002,48,46,105.0,,105,,1.0,,,,,,,
2023,2022-23,MBA,8,Alabama,1,I,SEC,7824389,21,Andrew Pinckney,,,Jr,OF,6-3,R/R,15002,64,64,124.0,6.0,133,3.0,0.977,,,,,2.0,,
2023,2022-23,MBA,8,Alabama,1,I,SEC,7824390,26,Grayson Hitt,,,Jr,P,6-3,R/L,15002,8,8,1.0,4.0,5,,1.0,,,4.0,1.0,,,
2023,2022-23,MBA,8,Alabama,1,I,SEC,7824392,11,William Hamiter,,,Sr,OF,5-11,L/R,15002,35,21,31.0,2.0,33,,1.0,,,,,,,
2023,2022-23,MBA,8,Alabama,1,I,SEC,7824393,10,Jim Jarvis,,,Sr,INF,5-10,L/R,15002,64,64,102.0,156.0,265,7.0,0.974,,,,,39.0,,
2023,2022-23,MBA,8,Alabama,1,I,SEC,7824397,35,Luke Holman,,,So,P,6-4,R/R,15002,16,15,5.0,6.0,16,5.0,0.688,,,2.0,2.0,1.0,,
2023,2022-23,MBA,8,Alabama,1,I,SEC,7824398,32,Braylon Myers,,,So,P,6-2,L/R,15002,17,0,,,0,,,,,1.0,,,,
2023,2022-23,MBA,8,Alabama,1,I,SEC,7824399,22,Camden Hayslip,,,So,OF,6-2,L/L,15002,16,1,3.0,1.0,4,,1.0,,,,,,,
2023,2022-23,MBA,8,Alabama,1,I,SEC,7824400,36,Hagan Banks,,,So,P,6-4,R/R,15002,16,2,2.0,1.0,3,,1.0,,,2.0,1.0,,,
2023,2022-23,MBA,8,Alabama,1,I,SEC,7824401,41,Connor Ball,,,So,P,6-0,L/L,15002,11,0,,3.0,3,,1.0,,,1.0,,,,
2023,2022-23,MBA,8,Alabama,1,I,SEC,7824403,29,Brayden Gainey,,,Sr,P,6-0,R/R,15002,6,1,,1.0,1,,1.0,,,,,,,
2023,2022-23,MBA,8,Alabama,1,I,SEC,7824404,30,Jake Leger,,,Sr,P,5-10,L/L,15002,3,0,,,1,1.0,0.0,,,,,,,
2023,2022-23,MBA,8,Alabama,1,I,SEC,7824405,39,Garrett McMillan,,,Sr,P,6-4,L/R,15002,10,9,,2.0,2,,1.0,,,1.0,,,,1.0
2023,2022-23,MBA,8,Alabama,1,I,SEC,7824408,8,Kade Woods,,,Fr,P,6-3,R/R,15002,17,1,1.0,5.0,8,2.0,0.75,,,,,,,
2023,2022-23,MBA,8,Alabama,1,I,SEC,7824409,27,Ben Hess,,,So,P,6-5,R/R,15002,7,7,,3.0,5,2.0,0.6,,,1.0,,,,
2023,2022-23,MBA,8,Alabama,1,I,SEC,7824412,3,Dominic Tamez,,,Sr,C,5-10,R/R,15002,49,48,183.0,15.0,199,1.0,0.995,,2.0,15.0,3.0,,,2.0
